순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
1,서울특별시,강서구,김포국제공항국내선,서울 강서구 하늘길 111-0,기타관광,교통시설,1824006
2,인천광역시,중구,인천국제공항제1여객터미널,인천 중구 공항로 272-0,기타관광,교통시설,1672695
3,경기도,하남시,스타필드하남,경기 하남시 미사대로 750-0,쇼핑,쇼핑몰,1672601
4,경기도,광명시,광명역,경기 광명시 광명역로 21-0,기타관광,교통시설,1282463
5,경기도,고양시 덕양구,스타필드고양,경기 고양시 덕양구 고양대로 1955-0,쇼핑,쇼핑몰,1280575
6,경기도,김포시,현대프리미엄아울렛김포점,경기 김포시 아라육로152번길 100-0,쇼핑,쇼핑몰,986944
7,경기도,용인시 처인구,에버랜드,경기 용인시 처인구 에버랜드로 199-0,문화관광,테마공원,949683
8,서울특별시,영등포구,더현대서울,서울 영등포구 여의대로 108-0,쇼핑,백화점,929864
9,경기도,성남시 분당구,현대백화점판교점,경기 성남시 분당구 판교역로146번길 20-0,쇼핑,백화점,875283
10,경기도,남양주시,현대프리미엄아울렛스페이스원,경기 남양주시 다산순환로 50-0,쇼핑,쇼핑몰,861330
11,인천광역시,중구,인천국제공항제2여객터미널,인천 중구 제2터미널대로 446-0,기타관광,교통시설,859518
12,서울특별시,강남구,SRT수서역,서울 강남구 밤고개로 99-0,기타관광,교통시설,845704
13,서울특별시,용산구,서울역,서울 용산구 한강대로 405-0,기타관광,교통시설,812230
14,강원특별자치도,속초시,속초관광수산시장,강원 속초시 중앙로147번길 16-0,쇼핑,시장,810764
15,제주특별자치도,제주시,제주국제공항,제주 제주시 공항로 2-0,기타관광,교통시설,752274
16,서울특별시,서초구,신세계백화점강남점,서울 서초구 신반포로 176-0,쇼핑,백화점,688862
17,인천광역시,연수구,현대프리미엄아울렛송도점,인천 연수구 송도국제대로 123-0,쇼핑,쇼핑몰,688125
18,경기도,파주시,신세계프리미엄아울렛파주점,경기 파주시 필승로 200-0,쇼핑,쇼핑몰,676383
19,경기도,여주시,신세계프리미엄아울렛여주점,경기 여주시 명품로 360-0,쇼핑,쇼핑몰,675247
20,경기도,의왕시,롯데프리미엄아울렛타임빌라스,경기 의왕시 바라산로 1-0,쇼핑,쇼핑몰,650155
21,서울특별시,강남구,코엑스,서울 강남구 영동대로 513-0,문화관광,전시시설,647444
22,서울특별시,영등포구,타임스퀘어,서울 영등포구 영중로 15-0,쇼핑,쇼핑몰,638579
23,경기도,용인시 기흥구,롯데프리미엄아울렛기흥점,경기 용인시 기흥구 신고매로 124-0,쇼핑,쇼핑몰,628902
24,경기도,안성시,스타필드안성,경기 안성시 서동대로 3930-39,쇼핑,쇼핑몰,624065
25,경기도,시흥시,신세계프리미엄아울렛시흥점,경기 시흥시 서해안로 699-0,쇼핑,쇼핑몰,609663
26,서울특별시,송파구,가락동농수산물도매시장,서울 송파구 양재대로 932-0,쇼핑,시장,578596
27,경기도,화성시,롯데백화점동탄점,경기 화성시 동탄역로 160-0,쇼핑,백화점,568958
28,충청북도,청주시 흥덕구,오송역,충북 청주시 흥덕구 오송가락로 123-0,기타관광,교통시설,560032
29,대전광역시,동구,대전역,대전 동구 중앙로 215-0,기타관광,교통시설,549132
30,경기도,수원시 팔달구,수원역,경기 수원시 팔달구 덕영대로 924-0,기타관광,교통시설,548648
31,부산광역시,해운대구,신세계백화점센텀시티점,부산 해운대구 센텀남대로 35-0,쇼핑,백화점,523527
32,경기도,파주시,롯데프리미엄아울렛파주점,경기 파주시 회동길 390-0,쇼핑,쇼핑몰,491827
33,경기도,화성시,SRT동탄역,경기 화성시 동탄역로 지하 151-0,기타관광,교통시설,490008
34,대전광역시,유성구,신세계백화점대전신세계,대전 유성구 엑스포로 1-0,쇼핑,백화점,483411
35,부산광역시,기장군,롯데프리미엄아울렛동부산점,부산 기장군 기장해안로 147-0,쇼핑,쇼핑몰,482110
36,대구광역시,동구,동대구역,대구 동구 동대구로 550-0,기타관광,교통시설,478785
37,충청남도,아산시,천안아산역,충남 아산시 희망로 100-0,기타관광,교통시설,468902
38,서울특별시,강서구,롯데몰김포공항점,서울 강서구 하늘길 38-0,쇼핑,쇼핑몰,462700
39,서울특별시,동작구,노량진수산시장,서울 동작구 노들로 674-0,쇼핑,시장,459269
40,경기도,이천시,롯데프리미엄아울렛이천점,경기 이천시 프리미엄아울렛로 177-74,쇼핑,쇼핑몰,447062
41,대구광역시,동구,신세계백화점대구점,대구 동구 동부로 149-0,쇼핑,백화점,437921
42,서울특별시,서초구,서울고속버스터미널경부영동선,서울 서초구 신반포로 194-0,기타관광,교통시설,435886
43,경기도,수원시 영통구,갤러리아백화점광교점,경기 수원시 영통구 광교중앙로 124-0,쇼핑,백화점,427563
44,부산광역시,강서구,김해공항국내선청사,부산 강서구 공항진입로 108-0,기타관광,교통시설,421844
45,서울특별시,영등포구,IFC몰,서울 영등포구 국제금융로 10-0,쇼핑,쇼핑몰,418999
46,인천광역시,중구,월미도,인천 중구,자연관광,자연경관(하천/해양),406150
47,서울특별시,영등포구,여의도한강공원,서울 영등포구 여의동로 330-0,문화관광,도시공원,394822
48,경기도,용인시 수지구,신세계백화점경기점,경기 용인시 수지구 포은대로 536-0,쇼핑,백화점,394160
49,서울특별시,용산구,용산역,서울 용산구 한강대로23길 55-0,기타관광,교통시설,393313
50,서울특별시,광진구,동서울종합터미널,서울 광진구 강변역로 50-0,기타관광,교통시설,384385
51,경상남도,김해시,롯데프리미엄아울렛김해점,경남 김해시 장유로 469-0,쇼핑,쇼핑몰,384120
52,서울특별시,중구,롯데백화점본점,서울 중구 남대문로 81-0,쇼핑,백화점,384046
53,인천광역시,중구,을왕리해수욕장,인천 중구 을왕로 52-0,자연관광,자연경관(하천/해양),381538
54,울산광역시,울주군,울산역,울산 울주군 울산역로 177-0,기타관광,교통시설,376614
55,서울특별시,양천구,현대백화점목동점,서울 양천구 목동동로 257-0,쇼핑,백화점,370159
56,서울특별시,송파구,롯데월드몰,서울 송파구 올림픽로 300-0,쇼핑,쇼핑몰,367641
57,서울특별시,강남구,현대백화점무역센터점,서울 강남구 테헤란로 517-0,쇼핑,백화점,365902
58,부산광역시,부산진구,롯데백화점부산본점,부산 부산진구 가야대로 772-0,쇼핑,백화점,356366
59,인천광역시,미추홀구,롯데백화점인천점,인천 미추홀구 연남로 35-0,쇼핑,백화점,356359
60,경기도,고양시 일산서구,킨텍스제1전시장,경기 고양시 일산서구 킨텍스로 217-60,문화관광,전시시설,350832
61,충청남도,보령시,대천해수욕장,충남 보령시,자연관광,자연경관(하천/해양),341589
62,서울특별시,강남구,현대백화점압구정본점,서울 강남구 압구정로 165-0,쇼핑,백화점,338189
63,경기도,시흥시,오이도빨강등대,경기 시흥시 오이도로 170-0,문화관광,랜드마크관광,329723
64,강원특별자치도,속초시,속초해변,강원 속초시 해오름로 186-0,자연관광,자연경관(하천/해양),326843
65,서울특별시,강서구,김포국제공항,서울 강서구 하늘길 112-0,기타관광,교통시설,324704
66,서울특별시,송파구,롯데월드잠실점,서울 송파구 올림픽로 240-0,문화관광,테마공원,317233
67,경기도,구리시,구리농수산물도매시장,경기 구리시 동구릉로136번길 90-0,쇼핑,시장,316954
68,서울특별시,용산구,HDC아이파크몰,서울 용산구 한강대로23길 55-0,쇼핑,백화점,310805
69,서울특별시,송파구,롯데백화점잠실점,서울 송파구 올림픽로 240-0,쇼핑,백화점,308669
70,전북특별자치도,전주시 완산구,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,306742
71,충청북도,청주시 청원구,청주국제공항,충북 청주시 청원구 오창대로 980-0,기타관광,교통시설,306665
72,경기도,고양시 일산서구,현대백화점킨텍스점,경기 고양시 일산서구 호수로 817-0,쇼핑,백화점,304434
73,부산광역시,강서구,김해국제공항,부산 강서구 공항진입로 108-0,기타관광,교통시설,301441
74,경기도,고양시 덕양구,행신역,경기 고양시 덕양구 소원로 102-0,기타관광,교통시설,297075
75,경기도,하남시,스타필드시티위례,경기 하남시 위례대로 200-0,쇼핑,쇼핑몰,294960
76,경기도,부천시,스타필드시티부천,경기 부천시 옥길로 1-0,쇼핑,쇼핑몰,290316
77,대전광역시,유성구,현대프리미엄아울렛대전점,대전 유성구 테크노중앙로 123-0,쇼핑,쇼핑몰,283687
78,부산광역시,기장군,신세계프리미엄아울렛부산점,부산 기장군 정관로 1133-0,쇼핑,쇼핑몰,280994
79,서울특별시,서초구,예술의전당,서울 서초구 남부순환로 2406-0,문화관광,공연시설,279671
80,경기도,고양시 일산동구,일산호수공원,경기 고양시 일산동구 호수로 595-0,문화관광,도시공원,279076
81,경기도,수원시 팔달구,AK플라자수원,경기 수원시 팔달구 덕영대로 924-0,쇼핑,백화점,275771
82,서울특별시,중구,신세계백화점본점,서울 중구 소공로 63-0,쇼핑,백화점,273862
83,제주특별자치도,제주시,동문재래시장,제주 제주시 관덕로14길 20-0,쇼핑,시장,272395
84,서울특별시,광진구,어린이대공원,서울 광진구 능동로 216-0,문화관광,테마공원,270269
85,서울특별시,송파구,가든파이브라이프,서울 송파구 충민로 66-0,쇼핑,쇼핑몰,267777
86,경기도,수원시 권선구,롯데몰수원점,경기 수원시 권선구 세화로 134-0,쇼핑,쇼핑몰,264909
87,경기도,부천시,현대백화점중동점,경기 부천시 길주로 180-0,쇼핑,백화점,262310
88,경기도,의정부시,신세계백화점의정부점,경기 의정부시 평화로 525-0,쇼핑,백화점,259153
89,광주광역시,서구,유스퀘어 광주종합버스터미널,광주 서구 무진대로 904-0,기타관광,교통시설,256417
90,경기도,과천시,서울대공원,경기 과천시 대공원광장로 102-0,문화관광,테마공원,251569
91,인천광역시,남동구,소래포구종합어시장,인천 남동구 소래역로 12-0,쇼핑,시장,248892
92,인천광역시,연수구,스퀘어원,인천 연수구 청능대로 210-0,쇼핑,쇼핑몰,246709
93,인천광역시,미추홀구,인천종합터미널,인천 미추홀구 연남로 35-0,기타관광,교통시설,245064
94,제주특별자치도,서귀포시,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,쇼핑,시장,241303
95,부산광역시,수영구,광안리해수욕장,부산 수영구 광안해변로 219-0,자연관광,자연경관(하천/해양),241023
96,서울특별시,마포구,서울월드컵경기장,서울 마포구 월드컵로 240-0,문화관광,레저스포츠시설,241000
97,강원특별자치도,강릉시,경포해변,강원 강릉시,자연관광,자연경관(하천/해양),240887
98,경기도,수원시 권선구,수원버스터미널,경기 수원시 권선구 경수대로 270-0,기타관광,교통시설,237976
99,경기도,화성시,궁평항,경기 화성시 궁평항로 1049-24,자연관광,자연경관(하천/해양),235344
100,대전광역시,서구,갤러리아백화점타임월드점,대전 서구 대덕대로 211-0,쇼핑,백화점,235318
101,충청남도,천안시 동남구,천안종합버스터미널,충남 천안시 동남구 만남로 43-0,기타관광,교통시설,234461
102,부산광역시,해운대구,해운대해수욕장,부산 해운대구 해운대해변로 264-0,자연관광,자연경관(하천/해양),233463
103,경기도,용인시 기흥구,한국민속촌,경기 용인시 기흥구 민속촌로 90-0,역사관광,역사유적지,233198
104,서울특별시,중구,신세계백화점본점신관,서울 중구 퇴계로 77-0,쇼핑,백화점,233018
105,경기도,용인시 수지구,롯데몰수지점,경기 용인시 수지구 성복2로 38-0,쇼핑,쇼핑몰,231871
106,부산광역시,해운대구,송정해수욕장,부산 해운대구 송정해변로 62-0,자연관광,자연경관(하천/해양),231266
107,충청남도,당진시,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,230710
108,인천광역시,중구,인천종합어시장,인천 중구 연안부두로33번길 37-0,쇼핑,시장,228583
109,경기도,수원시 권선구,롯데백화점수원점,경기 수원시 권선구 세화로 118-0,쇼핑,백화점,228102
110,경상북도,경주시,불국사,경북 경주시 불국로 385-0,역사관광,종교성지,227214
111,서울특별시,노원구,롯데백화점노원점,서울 노원구 동일로 1414-0,쇼핑,백화점,224007
112,경기도,안양시 동안구,롯데백화점평촌점,경기 안양시 동안구 시민대로 180-0,쇼핑,백화점,221881
113,인천광역시,남동구,소래포구,인천 남동구 포구로 2-9,자연관광,자연경관(하천/해양),220063
114,전북특별자치도,익산시,익산역,전북 익산시 익산대로 153-0,기타관광,교통시설,217974
115,서울특별시,송파구,올림픽공원,서울 송파구 올림픽로 424-0,문화관광,도시공원,215581
116,서울특별시,강서구,강서농산물도매시장,서울 강서구 발산로 40-0,쇼핑,시장,215393
117,경기도,수원시 영통구,광교호수공원,경기 수원시 영통구 광교호수공원로 102-0,문화관광,도시공원,215096
118,서울특별시,성동구,서울숲,서울 성동구 뚝섬로 273-0,문화관광,도시공원,212253
119,인천광역시,남동구,인천대공원,인천 남동구 무네미로 236-0,문화관광,도시공원,211844
120,인천광역시,연수구,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,문화관광,도시공원,209321
121,서울특별시,동대문구,롯데백화점청량리점,서울 동대문구 왕산로 214-0,쇼핑,백화점,209281
122,대전광역시,동구,대전복합터미널서관,대전 동구 동서대로 1689-0,기타관광,교통시설,206710
123,서울특별시,강동구,현대백화점천호점,서울 강동구 천호대로 1005-0,쇼핑,백화점,206639
124,인천광역시,강화군,동막해수욕장,인천 강화군 해안남로 1481-0,자연관광,자연경관(하천/해양),204497
125,서울특별시,용산구,국립중앙박물관,서울 용산구 서빙고로 137-0,문화관광,전시시설,204169
126,충청남도,천안시 동남구,신세계백화점천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,203374
127,경상북도,포항시 북구,죽도시장,경북 포항시 북구 죽도시장13길 13-1,쇼핑,시장,198687
128,경기도,파주시,헤이리예술마을,경기 파주시 헤이리마을길 59-118,기타관광,기타관광,198189
129,경기도,고양시 일산서구,킨텍스제2전시장,경기 고양시 일산서구 킨텍스로 217-59,문화관광,전시시설,197946
130,경기도,광주시,화담숲,경기 광주시 도척윗로 278-1,문화관광,테마공원,197940
131,경기도,과천시,서울랜드,경기 과천시 광명로 181-0,문화관광,테마공원,196438
132,서울특별시,서초구,신세계센트럴시티터미널호남선,서울 서초구 신반포로 176-0,기타관광,교통시설,195878
133,서울특별시,중구,현대시티아울렛동대문점,서울 중구 장충단로13길 20-0,쇼핑,쇼핑몰,195777
134,서울특별시,서대문구,현대백화점신촌점,서울 서대문구 신촌로 83-0,쇼핑,백화점,195245
135,서울특별시,강서구,NC백화점강서점,서울 강서구 강서로56길 17-0,쇼핑,백화점,191753
136,강원특별자치도,정선군,강원랜드카지노,강원 정선군 하이원길 265-0,문화관광,기타문화관광지,189190
137,서울특별시,은평구,롯데몰은평점,서울 은평구 통일로 1050-0,쇼핑,쇼핑몰,189169
138,강원특별자치도,강릉시,주문진항,강원 강릉시 해안로 1758-14,자연관광,자연경관(하천/해양),184906
139,경상남도,통영시,통영중앙전통시장,경남 통영시 중앙시장1길 14-16,쇼핑,시장,184848
140,부산광역시,기장군,해동용궁사,부산 기장군 용궁길 86-0,역사관광,종교성지,183412
141,경기도,성남시 분당구,율동공원,경기 성남시 분당구 문정로 145-0,문화관광,도시공원,183127
142,강원특별자치도,강릉시,강릉중앙시장,강원 강릉시 금성로 21-0,쇼핑,시장,181742
143,서울특별시,서초구,반포한강공원,서울 서초구 신반포로11길 40-0,문화관광,도시공원,181639
144,제주특별자치도,서귀포시,성산일출봉,제주 서귀포시 일출로 284-12,자연관광,자연경관(산),179828
145,전북특별자치도,전주시 덕진구,전주역,전북 전주시 덕진구 동부대로 680-0,기타관광,교통시설,179045
146,제주특별자치도,제주시,함덕해수욕장,제주 제주시 조함해안로 525-0,자연관광,자연경관(하천/해양),178629
147,인천광역시,남동구,남촌농산물도매시장,인천 남동구 비류대로 763-0,쇼핑,시장,177372
148,부산광역시,중구,롯데백화점광복점,부산 중구 중앙대로 2-0,쇼핑,백화점,176846
149,경기도,파주시,마장호수출렁다리,경기 파주시,기타관광,기타관광,176545
150,서울특별시,종로구,경복궁,서울 종로구 사직로 161-0,역사관광,역사유적지,175298
151,서울특별시,용산구,남산서울타워,서울 용산구 남산공원길 105-0,문화관광,랜드마크관광,174163
152,경기도,안양시 동안구,안양농수산물도매시장,경기 안양시 동안구 흥안대로 313-0,쇼핑,시장,174035
153,서울특별시,강남구,SETEC,서울 강남구 남부순환로 3104-0,문화관광,전시시설,173368
154,경기도,고양시 일산동구,라페스타,경기 고양시 일산동구 무궁화로 20-11,쇼핑,쇼핑몰,172828
155,경기도,부천시,롯데백화점중동점,경기 부천시 길주로 300-0,쇼핑,백화점,172596
156,제주특별자치도,제주시,협재해수욕장,제주 제주시,자연관광,자연경관(하천/해양),171545
157,서울특별시,영등포구,롯데백화점영등포점,서울 영등포구 경인로 846-0,쇼핑,백화점,171399
158,경상북도,김천시,김천구미역,경북 김천시 혁신1로 51-0,기타관광,교통시설,171208
159,경상북도,경주시,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,170435
160,부산광역시,사상구,부산서부버스터미널,부산 사상구 사상로 201-0,기타관광,교통시설,169464
161,대구광역시,중구,더현대대구,대구 중구 달구벌대로 2077-0,쇼핑,백화점,169240
162,강원특별자치도,홍천군,비발디파크 오션월드,강원 홍천군 한치골길 262-0,문화관광,테마공원,168947
163,경기도,화성시,동탄호수공원,경기 화성시,문화관광,도시공원,166737
164,강원특별자치도,춘천시,레고랜드코리아리조트,강원 춘천시 하중도길 125-0,문화관광,테마공원,166322
165,경기도,성남시 분당구,AK플라자분당,경기 성남시 분당구 황새울로360번길 42-0,쇼핑,백화점,163315
166,충청북도,청주시 흥덕구,청주시외버스터미널,충북 청주시 흥덕구 풍산로 6-0,기타관광,교통시설,162629
167,강원특별자치도,양양군,낙산사,강원 양양군 낙산사로 100-0,역사관광,종교성지,162304
168,인천광역시,중구,연안부두,인천 중구 연안부두로 0-0,자연관광,자연경관(하천/해양),161082
169,강원특별자치도,속초시,설악케이블카,강원 속초시 설악산로 1085-0,기타관광,기타관광,160530
170,경기도,수원시 영통구,롯데아울렛광교점,경기 수원시 영통구 도청로 10-0,쇼핑,쇼핑몰,160032
171,경기도,의왕시,백운호수,경기 의왕시 학현로 0-0,자연관광,자연경관(하천/해양),159420
172,경상북도,포항시 북구,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),159142
173,인천광역시,연수구,송도컨벤시아,인천 연수구 센트럴로 123-0,문화관광,전시시설,157958
174,서울특별시,성북구,현대백화점미아점,서울 성북구 동소문로 315-0,쇼핑,백화점,157849
175,경기도,양평군,두물머리,경기 양평군,기타관광,기타관광,157819
176,강원특별자치도,속초시,대포항,강원 속초시,자연관광,자연경관(하천/해양),157798
177,세종특별자치시,세종특별자치시,조치원역,세종시   으뜸길 215-0,기타관광,교통시설,157437
178,강원특별자치도,원주시,원주종합버스터미널,강원 원주시 서원대로 171-0,기타관광,교통시설,156727
179,충청남도,태안군,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),156106
180,경상북도,경주시,신경주역,경북 경주시 경주역로 80-0,기타관광,교통시설,156083
181,경상북도,경주시,동궁과월지,경북 경주시 원화로 102-0,역사관광,역사유적지,155522
182,서울특별시,강남구,갤러리아백화점명품관EAST,서울 강남구 압구정로 407-0,쇼핑,백화점,154891
183,경기도,이천시,이천종합버스터미널,경기 이천시 이섭대천로 1200-0,기타관광,교통시설,154691
184,경기도,광명시,롯데몰광명점,경기 광명시 일직로 17-0,쇼핑,쇼핑몰,154409
185,서울특별시,용산구,CGV용산아이파크몰,서울 용산구 한강대로23길 55-0,문화관광,공연시설,154014
186,강원특별자치도,강릉시,주문진수산시장,강원 강릉시 시장1길 4-1,쇼핑,시장,153150
187,경기도,남양주시,평내호평역,경기 남양주시 경춘로 1375-0,기타관광,교통시설,151970
188,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),151588
189,서울특별시,영등포구,신세계백화점타임스퀘어점,서울 영등포구 영중로 9-0,쇼핑,백화점,151107
190,대구광역시,중구,서문시장,대구 중구 큰장로26길 45-0,쇼핑,시장,150890
191,경상북도,포항시 북구,포항역,경북 포항시 북구 포항역로 1-0,기타관광,교통시설,150316
192,경기도,구리시,롯데백화점구리점,경기 구리시 경춘로 261-0,쇼핑,백화점,149437
193,경상남도,양산시,통도사,경남 양산시 통도사로 108-0,역사관광,종교성지,148674
194,경기도,고양시 일산동구,롯데백화점일산점,경기 고양시 일산동구 중앙로 1283-0,쇼핑,백화점,148540
195,부산광역시,금정구,부산종합버스터미널,부산 금정구 중앙대로 2238-0,기타관광,교통시설,147987
196,강원특별자치도,평창군,휘닉스평창,강원 평창군 태기로 174-0,문화관광,복합관광시설,147614
197,전라남도,목포시,목포역,전남 목포시 영산로 98-0,기타관광,교통시설,146332
198,부산광역시,해운대구,벡스코제1전시장,부산 해운대구 APEC로 55-0,문화관광,전시시설,146102
199,서울특별시,강남구,롯데백화점강남점,서울 강남구 도곡로 401-0,쇼핑,백화점,146079
200,광주광역시,서구,신세계백화점광주점,광주 서구 무진대로 932-0,쇼핑,백화점,145923
201,서울특별시,광진구,뚝섬한강공원,서울 광진구 강변북로 2273-0,문화관광,도시공원,145814
202,경기도,부천시,부천터미널소풍,경기 부천시 송내대로 239-0,기타관광,교통시설,145703
203,경상북도,구미시,구미역,경북 구미시 구미중앙로 76-0,기타관광,교통시설,144758
204,강원특별자치도,강릉시,아르떼뮤지엄강릉,강원 강릉시 난설헌로 131-0,문화관광,전시시설,144384
205,충청남도,천안시 동남구,독립기념관,충남 천안시 동남구 독립기념관로 1-0,문화관광,전시시설,144187
206,대구광역시,동구,대구국제공항,대구 동구 공항로 221-0,기타관광,교통시설,144065
207,경기도,파주시,평화누리,경기 파주시 임진각로 148-40,문화관광,도시공원,143882
208,경기도,남양주시,퇴계원역,경기 남양주시 경춘북로 545-0,기타관광,교통시설,143799
209,인천광역시,서구,모다아울렛인천점,인천 서구 북항로32번안길 50-0,쇼핑,쇼핑몰,143728
210,부산광역시,동구,부산역,부산 동구 중앙대로 206-0,기타관광,교통시설,143660
211,부산광역시,부산진구,NC백화점서면점,부산 부산진구 동천로 92-0,쇼핑,백화점,142949
212,경기도,안성시,농협경제지주안성팜랜드,경기 안성시 대신두길 28-0,문화관광,테마공원,142042
213,경기도,파주시,금촌역,경기 파주시 새꽃로 193-0,기타관광,교통시설,141843
214,서울특별시,서초구,서울남부터미널,서울 서초구 효령로 292-0,기타관광,교통시설,140872
215,경기도,양평군,양평역,경기 양평군 역전길 30-0,기타관광,교통시설,140162
216,경상남도,남해군,독일마을,경남 남해군 독일로 92-0,기타관광,기타관광,139747
217,경기도,용인시 처인구,캐리비안베이,경기 용인시 처인구 에버랜드로 199-0,문화관광,테마공원,138513
218,전라남도,담양군,죽녹원,전남 담양군 죽녹원로 119-0,자연관광,자연공원,138106
219,서울특별시,종로구,동대문종합시장,서울 종로구 종로 266-0,쇼핑,시장,137906
220,경기도,수원시 권선구,수원농수산물도매시장,경기 수원시 권선구 세권로 243-0,쇼핑,시장,137600
221,경기도,남양주시,덕소역,경기 남양주시 덕소로 56-0,기타관광,교통시설,137336
222,인천광역시,강화군,강화풍물시장,인천 강화군 중앙로 17-9,쇼핑,시장,136504
223,부산광역시,사하구,다대포해수욕장,부산 사하구 몰운대1길 14-0,자연관광,자연경관(하천/해양),135011
224,대전광역시,서구,롯데백화점대전점,대전 서구 계룡로 598-0,쇼핑,백화점,134941
225,경기도,수원시 영통구,수원컨벤션센터,경기 수원시 영통구 광교중앙로 140-0,문화관광,전시시설,131641
226,경기도,안산시 단원구,대부도,경기 안산시 단원구 감나무길 0-0,자연관광,자연경관(하천/해양),131590
227,강원특별자치도,강릉시,안목해변,강원 강릉시 창해로14번길 20-1,자연관광,자연경관(하천/해양),131376
228,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),130690
229,경기도,용인시 처인구,레이크사이드CC,경기 용인시 처인구 능원로 181-0,레저스포츠,육상레저스포츠,129979
230,강원특별자치도,양양군,서피비치,강원 양양군 하조대해안길 119-0,레저스포츠,수상레저스포츠,129491
231,경상북도,경주시,보문관광단지,경북 경주시 보문로 424-33,문화관광,복합관광시설,129187
232,서울특별시,종로구,국립현대미술관서울관,서울 종로구 삼청로 30-0,문화관광,전시시설,129126
233,경상북도,포항시 북구,환호공원스페이스워크,경북 포항시 북구,레저스포츠,기타레저스포츠,128986
234,경상남도,거제시,바람의언덕,경남 거제시,문화관광,기타문화관광지,128108
235,충청북도,청주시 흥덕구,현대백화점충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,128104
236,강원특별자치도,원주시,원주소금산출렁다리,강원 원주시 소금산길 12-0,기타관광,기타관광,127804
237,경기도,화성시,리베라CC,경기 화성시 중리길 183-0,레저스포츠,육상레저스포츠,127468
238,경기도,성남시 분당구,성남시임시버스터미널,경기 성남시 분당구 성남대로925번길 16-0,기타관광,교통시설,126775
239,경기도,수원시 팔달구,화성행궁,경기 수원시 팔달구 정조로 825-0,역사관광,역사유적지,126215
240,강원특별자치도,춘천시,남이섬,강원 춘천시 남이섬길 1-0,자연관광,자연경관(하천/해양),126150
241,경기도,안산시 단원구,방아머리해변,경기 안산시 단원구,자연관광,자연경관(하천/해양),126146
242,제주특별자치도,제주시,이호테우해변,제주 제주시,자연관광,자연경관(하천/해양),125772
243,경기도,광명시,광명동굴,경기 광명시 가학로85번길 142-0,자연관광,자연생태,125686
244,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,125396
245,경기도,과천시,렛츠런파크서울,경기 과천시 경마공원대로 107-0,레저스포츠,육상레저스포츠,125336
246,경상북도,경주시,경주월드,경북 경주시 보문로 544-0,문화관광,테마공원,125113
247,서울특별시,강서구,서울식물원,서울 강서구 마곡동로 161-0,문화관광,테마공원,125025
248,경기도,시흥시,물왕호수,경기 시흥시,자연관광,자연경관(하천/해양),124846
